"","x"
"17805","41b2d9b74acff390"
"17806","71201177b606e4e6"
"17807","37c3fcb38847ad1b"
"17808","63bbe31993071e9f"
"17809","5e54377a53a8fa0e"
"17810","0e1ee25f463d7863"
"17811","be068f391e8ab357"
"17812","14305c7b2ff4ae4d"
"17813","de4e7274387f9eae"
"17814","8ac12bb4dc3700db"
"17815","868aa7e04a9bf891"
"17816","14c62748e30e0da0"
"17817","89acf3b8eb6a78ed"
"17818","4a54d51b7fb14305"
"17819","a665df303bdd44ea"
"17820","74500016b4b364d4"
"17821","9eb2d1b7c54c6c3c"
"17822","2024f3b2bb0c48ae"
"17823","de38747a1dcd4fef"
"17824","53216a524d8213c5"
"17825","cde7d70712363751"
"17826","e69ef7f6fc3d8a0b"
"17827","2e05fb1857cadc0d"
"17828","d242633538fe0c7a"
"17829","133e0fc2b6dc2e2d"
"17830","260d4dbe34e39e1b"
"17831","d0e04b2e9eb72228"
"17832","900951d2f90f05e8"
"17833","d9cff481e1bf4384"
"17834","f41bc8462765565c"
"17835","a864a2b2b3ab5372"
"17836","3fc335d6bedda136"
"17837","63ee8077521ce076"
"17838","7c68c1bbb1ae39e2"
"17839","2a6a1b59261b3281"
"17840","f94a8a0eddcac2cd"
"17841","a3c4dab91979e808"
"17842","64ef8ec1e1d371b7"
"17843","bfd4f2f5b355466f"
"17844","5171ed85be166f31"
"17845","f7cdb250558d79e0"
"17846","407e178105a830d3"
"17847","da0d4140a4748e92"
"17848","ad6756578aa798d4"
"17849","b5a7400a64f2d534"
"17850","ec681e9a7f9e14a7"
"17851","bfc9f395f6f3017f"
"17852","504678d047ed39db"
"17853","c63809963c01a615"
"17854","619df67c78071305"
"17855","83e959716425aa79"
"17856","d6f748afdc682ff3"
"17857","bac4e5358a94395c"
"17858","b620bc145b271b42"
"17859","c67b10ac422a3db8"
"17860","bae14d974e216d73"
"17861","046556dd4d636a93"
"17862","81e1a8c0f180a862"
"17863","239badfb7e106512"
"17864","b1dfee2a2b9705b9"
"17865","c5dcd1186acbe4c1"
"17866","df77ab975f1d6d25"
"17867","a5f71cbbe152846b"
"17868","bed67b73ab44ebaa"
"17869","2fa38afdbbed58cc"
"17870","0cf9bf4604a90971"
"17871","09cd854214172762"
"17872","201e27e1bc897022"
"17873","9791d55f9de240a4"
"17874","7df2b054c83b7a9d"
"17875","6eaec6a38a5c1974"
"17876","286999a0b3ab70b9"
"17877","710f6825cd69d33a"
"17878","3b52617c315146c1"
"17879","cb977b488649dfd0"
"17880","ed21e0037a796088"
"17881","266e286198f8accb"
"17882","af6d8d54baefb92b"
"17883","dfcacf47c80d869c"
"17884","a181448ebe832dd3"
"17885","e516c67b18158be0"
"17886","9c0ffc661eacdf5b"
"17887","0e0dcdcff57aba2b"
"17888","2af13c709fed9fec"
"17889","501bf643c11a86b6"
"17890","c25aecde7f08c7b5"
"17891","c94153bfd655c2df"
"17892","8bc4afbfa7195a47"
"17893","adc6ad9555098933"
"17894","7cb232c106cc553f"
"17895","5f2e08f22b4d7b2c"
"17896","08563f82fab08ec8"
"17897","9d1fb664f25fc8a4"
"17898","e6fa80cc0d00e551"
"17899","3412028eae9486dc"
"17900","419d3d262fa77236"
"17901","1793967731f73043"
"17902","4d82280ff2862ebd"
"17903","2d5bb71eb08fb122"
"17904","d6e4b5c395b0400d"
"17905","6d3f46047331b5b2"
"17906","8d36bd2ba599f4e3"
"17907","2df9d980b764545a"
"17908","a8d53c680b760135"
"17909","e3c16e9d7678159c"
"17910","6c19170daa7938f4"
"17911","d93343287f6b8091"
"17912","f5deab13c75c1dd3"
"17913","d1e280b8a92fd728"
"17914","2fc1312ec4e2466a"
"17915","facf5ec399871ae5"
"17916","3f61629c5dff1de9"
"17917","80fc11bee0a3bf3f"
"17918","4956f6ff93ef16e7"
"17919","7f44b854ae8ee48f"
"17920","d60f24bc98bef0b8"
"17921","5f2aac41e5eecdac"
"17922","44ed3e443c5e2a2c"
"17923","84b06b195169b5c0"
"17924","12df7e216a515105"
"17925","3165790da65ce985"
"17926","70f683eacb4643d4"
"17927","68343458c2ad68d2"
"17928","c3fa882d32a0d608"
"17929","1294b1eb364ec635"
"17930","28aa20154dcc6cae"
"17931","f00536aea6980e8c"
"17932","039e372df6458dd8"
"17933","196b767d65e1c90b"
"17934","c188caace1d823ad"
"17935","754f85abb4b70a3f"
"17936","4500b3e276883a1f"
"17937","09bc66ef512dddb3"
"17938","49a5bca6b0254b5a"
"17939","888de25014585e45"
"17940","9e314a184d38b44d"
"17941","d055aec25a7b7526"
"17942","6d575e3a7a820c42"
"17943","f420bf1173599650"
"17944","1dfcd731062569cc"
"17945","a06b8535dd93b9e1"
"17946","e23cc753b39c2698"
"17947","e9da6215ced61fda"
"17948","04d8317fb0999b83"
"17949","6542351c4102052f"
"17950","fe610b69e6ac574c"
"17951","9803d394d2b9fae8"
"17952","526efc9c60a0ab5f"
"17953","11a636bf6def11e5"
"17954","27090d498bae22cb"
"17955","60cdd48fb71157e6"
"17956","725b7f3bcfa6391b"
"17957","661f5bad254a2fc4"
"17958","4a075c41e9d407aa"
"17959","a1e13fc789597488"
"17960","3d38572526254a4b"
"17961","ae2e4417abac7f88"
"17962","e3807b140601e6ac"
"17963","bf0cd7fc0b3ae762"
"17964","34aaf545f37f080d"
"17965","0d002833b7c31211"
"17966","44d1ec12271a4c28"
"17967","9d4e610b4eee2840"
"17968","3ae80aa9e5ab6519"
"17969","1ec5218461948309"
"17970","0bf8742c53ca9400"
"17971","af12b0e1fe2c9b89"
"17972","cbc7f8f5b43a9dc9"
"17973","8ac1e4c69a1ab720"
"17974","ba6464a4031acdf6"
"17975","ad8828437bc53e6e"
"17976","935c8baf5bba1b08"
"17977","19faf10adf30ccb8"
"17978","1f8621257ec1bd7d"
"17979","75779d553c41fca2"
"17980","6312facca6d9c23b"
"17981","d3b34fa1dab60390"
"17982","38c198cc3f34c92f"
"17983","1aab5597885e5bee"
"17984","b3b13f9bc0fcb4ce"
"17985","57ce80c170f262ff"
"17986","85a032b129ee4184"
"17987","326b9a8334f98761"
"17988","f4dcc316d8c7e1c2"
"17989","27dd93ddf2b1c8e7"
"17990","e36fd259742139d4"
"17991","50e5c9c6c4dcbe97"
"17992","abfc41bd814f0498"
"17993","07330b81d9729ef4"
"17994","ac025b3990ac3260"
"17995","b94ce4efef312827"
"17996","5e806f6987cca18a"
"17997","1f65d12f5f2e27db"
"17998","101f025404a387dd"
"17999","59ce36b5ec2a20c7"
"18000","04516fa311c45d29"
"18001","a818e8612f8f56fa"
"18002","cd25d48faadf6394"
"18003","ac1ce5ff81ca1e1f"
"18004","aef2c77dbf5b2746"
"18005","96a0aad0e2b9821e"
"18006","d18eb4d8da2c50c3"
"18007","d14442bf63e69371"
"18008","8fe5c780e647f93c"
"18009","1bdb7bbe78c75749"
"18010","f7eb7e7eb22cd346"
"18011","5cad18ec4fb5e45e"
"18012","7ce12b509f2747e7"
"18013","27ed03562f49d987"
"18014","eda5a2eac87cfb29"
"18015","8718fc60921548f3"
"18016","2b43ca7c61519473"
"18017","e401efb95c62cba3"
"18018","fe4ae604a2f74ae8"
"18019","db48abfdd322b4f9"
"18020","f597246e602ff23f"
"18021","8c5c016ad0d08977"
"18022","455da23bf0ad13b4"
"18023","3247edd46215675b"
"18024","30f355864bdcb9d9"
"18025","b52e9bfe7139b11d"
"18026","8b3cf31a300b2a67"
"18027","f5258580b24150de"
"18028","b2d8c87a853674d1"
"18029","a5f11b62c15d9bf2"
"18030","c4776ec195815525"
"18031","389228070ea755cd"
"18032","7ab83737214baff7"
"18033","3c36ef415da0cc4c"
"18034","c614d749776e0623"
"18035","82b078b43897d67f"
"18036","4bec7ae6f45bfbf0"
"18037","269da814a2dbef5c"
"18038","064214881a16a361"
"18039","f3c0bef96a7619da"
"18040","9aba5f3cb9cadc2e"
"18041","202c06d2113a7bbd"
"18042","2a0392b3f8d8f2b0"
"18043","4825f7563d1fd394"
"18044","dda30a958e1d515a"
"18045","677ae3b901304c84"
"18046","30ebbe745ef492f7"
"18047","2ab54337934b7086"
"18048","e77f62dc632e0b01"
"18049","79f4c19ef1c7a25f"
"18050","b8aab08b8a2b822d"
"18051","310025f942657e36"
"18052","09f384dd2c7c4aff"
"18053","654be8af79174a6f"
"18054","c198330db9f7c123"
"18055","331ec3355e06085d"
"18056","791643ed24165cac"
"18057","2bca05f2874bcd09"
"18058","9d6e1fe1adc5417a"
"18059","31ea39d83e968ac7"
"18060","ad16b24a92bb62dd"
"18061","53d9df2d323edc04"
"18062","75ce003403766f91"
"18063","6a487096b44aa949"
"18064","f1150010e4f075c1"
"18065","0a4b70347bfb4643"
"18066","97de0644961c8f0c"
"18067","b8caf10af15f6ca1"
"18068","a924a6f082212e44"
"18069","e4521e731271a631"
"18070","d2e95a819ee47a61"
"18071","80ce8a52d4b549b3"
"18072","1b1f0d274cbd24f0"
"18073","309ed8fad3893a16"
"18074","81f57c4e7070507c"
"18075","8170547299d1fba5"
"18076","64fc862b8a7576b4"
"18077","ff60fe590399538b"
"18078","957f36c5ade5c342"
"18079","cbf04242ca6dd50b"
"18080","f48c37e1eee214b0"
"18081","f144b4682bdad1dc"
"18082","03ed3cb6ab6620c7"
"18083","90d8529276527ba7"
"18084","f7e745e0132561a3"
"18085","2dbe5848999a8a57"
"18086","c3435c13ec9c5450"
"18087","34d0c8be53ad840e"
"18088","c31a91542ade22a3"
"18089","dcc2dcd567ce929a"
"18090","a81100e3f0dc76bc"
"18091","ed860929e2fd83c2"
"18092","238545c924a9f848"
"18093","77c3d0a76ebb4a0b"
"18094","eaffaab32e646fd2"
"18095","3950bdd4c28ff49f"
"18096","e98f662ffd540a1b"
"18097","69fe7b0e20fba37b"
"18098","d6512b40465d292d"
"18099","7df491f7977687d3"
"18100","fdc366afab54b462"
"18101","8ba0e44eb84986b5"
"18102","f94039c36da5cd1c"
"18103","f708106f13a47583"
"18104","45e800e8953c8a56"
"18105","f360b5bdb892f795"
"18106","a24275efa50c4fb5"
"18107","598080539c5fe1f4"
"18108","b47cbd192933d282"
"18109","fc89541a5b90384a"
"18110","3602c65f9c862a20"
"18111","129d8679c3af7713"
"18112","b041cd7e74d33aa6"
"18113","a35ebac9c74040d3"
"18114","5353a50efac4e9bc"
"18115","dc65cc7e49c26d6c"
"18116","a238631f581c954e"
"18117","59848f78ef38e37c"
"18118","e0ffd204f42555e4"
"18119","32268cfc93cb6f19"
"18120","99bfec95bbfd7803"
"18121","9517488db65d7be1"
"18122","5a2d2c183fcdb93d"
"18123","07cb64366d495c51"
"18124","9e84e80ca3424344"
"18125","fcc3b67026bfadc6"
"18126","ec8af0d76db2a263"
"18127","4505d38e6a1740d7"
"18128","a94a7a030182a198"
"18129","be25b2b28ef5c269"
"18130","9b3350de797b767c"
"18131","b05aa0eb5742afb5"
"18132","d6ccddddbcbc6c3d"
"18133","6c36f8a76367ca00"
"18134","c6ff4f8d2c411f25"
"18135","b8813031d6e9b876"
"18136","aa1742dd13327e28"
"18137","c859e1dabf0deb86"
"18138","604b18bf98bcbaa3"
"18139","02d7f4a6ddfea6c6"
"18140","49f4e282a0f197fc"
"18141","7173e287ee8ab89f"
"18142","6d9d9e720863178f"
"18143","73abe13bd26b7587"
"18144","5313d6a22ba37cca"
"18145","e139751fae165719"
"18146","718552a9a0069f4d"
"18147","d100cee0206683d6"
"18148","0f6c23a9b98ec9b6"
"18149","9ee173749ae60e37"
"18150","a9cd9cfafa02bbeb"
"18151","c0e59cc26b29370d"
"18152","1f7509ae3bb6775a"
"18153","a37fcafe98cad2ca"
"18154","6fa0a7cefaa54400"
"18155","8fab02ba7f7f7c89"
"18156","568a0ccc584deecd"
"18157","1789a01addae7fb6"
"18158","8b0b73f04cada625"
"18159","3c0e392575d9fad2"
"18160","8222301eadf7248c"
"18161","22be11582d5c04be"
"18162","256996f31d008e74"
"18163","017278b7bd40cc04"
"18164","9ec1498c250a0959"
"18165","1ae25ac77209761c"
"18166","28e0c87942ae41e0"
"18167","065bdcb4abfe7445"
"18168","3d7d3a8aa488d4ae"
"18169","6f1bffc155b2f4be"
"18170","c9bb3770e10b4519"
"18171","8827585847493507"
"18172","6f99472929ec6848"
"18173","65f57464d2d1d7a6"
"18174","5d30c18d5e675628"
"18175","d088faab86f50b0a"
"18176","44cfb3e806fbaebe"
"18177","fd444b6e6e5d25f3"
"18178","feae656258fd1e27"
"18179","6dede0eaa52ab372"
"18180","01071f2fc84afcc0"
"18181","538fe6ac7ee34c10"
"18182","12633405dcffda10"
"18183","122273952ae1cca5"
"18184","c9aa4733f30a1921"
"18185","31356413b1bdddb0"
"18186","52d49b9a9a0aeecf"
"18187","1123fa86b575d61c"
"18188","46d512a0e74fd33f"
"18189","09bfee55adb48494"
"18190","a37a3efbc080a2b4"
"18191","518e24d881a3a0a8"
"18192","24f57714e8ce1fd1"
"18193","cbc6e198e587dbea"
"18194","216e514a6aa4b76a"
"18195","7b3dad91d538a54a"
"18196","eaa1eb52805d7b53"
"18197","57dce98fdb0dae8b"
"18198","76ac1a43925675cc"
"18199","9f1e52e6247c4cd0"
"18200","0e6981f4d17a2a86"
"18201","f82f838b932921bb"
"18202","a5e8ed86c64a1a8a"
"18203","8124acb1978567ac"
"18204","63fa6ac1a39324be"
"18205","452bd3ea96ddbb88"
"18206","b644b01528c5223d"
"18207","a3598db56c1433e1"
"18208","7ff9659731400ee0"
"18209","fc91f325cbf64939"
"18210","0ee156c81606a255"
"18211","8a39f744867fe5e4"
"18212","58077d81cab06a39"
"18213","2aefb17f920298bd"
"18214","4c333d05bddc09d6"
"18215","502b121f6594e9af"
"18216","fa240b5342e16155"
"18217","f5772d536ea3d957"
"18218","62eb40e875f0be34"
"18219","420ddecc8fc0fa30"
"18220","2617354ffba4b1ff"
"18221","68241d9a549df2f8"
"18222","3fc161e980d1639a"
"18223","2ba6f13596ccd97b"
"18224","2e785ae10d90d17d"
"18225","afcf714d3792caeb"
"18226","38ec7909a7537676"
"18227","c49a2a5392c86233"
"18228","26a669d5551315c1"
"18229","75bd3420e59be475"
"18230","995081b500a31a7a"
"18231","ede14aeb62704e65"
"18232","a0786014c05f631a"
"18233","54984d700ad42594"
"18234","e02d57f0bbd3dfc2"
"18235","a1aa872c04eadf7b"
"18236","d13252702ccab787"
"18237","2698f028ba256830"
"18238","1a4e16a6f3c1dc85"
"18239","4519803c4f2b2a25"
"18240","28dccc64c9aa31ff"
"18241","b94993663247065c"
"18242","34231f20f40ec92c"
"18243","0f2577e609bec9c9"
"18244","c42b1d91b1c83f9c"
"18245","131ba72e3a6f323a"
"18246","06c0368e20bb68de"
"18247","d35183470a2aa9b4"
"18248","518d21eb5ca29f88"
"18249","76137846126fbf64"
"18250","d3857b8c414abe5f"
"18251","0d5d9d3ad2d3ec57"
"18252","8e2d4d90bb339e88"
"18253","be9713747da13b7b"
"18254","212406c58274f44c"
"18255","f63e42f149ae8dce"
"18256","4e8e2468e288bfee"
"18257","6f6bd684624bd75b"
"18258","b4b6a982c1611151"
"18259","30e2ff895b09e625"
"18260","4ded29214fa01c03"
"18261","e18d7043a5416b83"
"18262","146b1a4d5d31be1d"
"18263","5c20ee9a32b0b5e0"
"18264","6d84744d855e2b45"
"18265","813a8ba983054749"
"18266","a1ac4624f71e762f"
"18267","749373faa98d6183"
"18268","2011cf3c5b506f66"
"18269","d1901683a371f49e"
"18270","bd0f33fbfc601ef3"
"18271","a957afcdab8650ed"
"18272","3aaf96b5fb330d60"
"18273","b93cee62e914327d"
"18274","0c48377584ae49e7"
"18275","cf886edfaae0ef71"
"18276","5fb4fe24ffaddce1"
"18277","374f89f2229765b1"
"18278","4f535745ed8208b6"
"18279","5a2feb0d3aafa32d"
"18280","2472b7f41bc6cc72"
"18281","aebd4c2873593d0e"
"18282","81dfa1700cf1a508"
"18283","3898445a612b75b4"
"18284","28f4cb9185697faf"
"18285","f49a8a853842ddce"
"18286","8fda5ac61b819673"
"18287","a862d78c214a4d9c"
"18288","7683c9eae997ba0e"
"18289","c3755b26ba656ea5"
"18290","3888cc43f2b98118"
"18291","d0a8f4dfea4497d3"
"18292","1bb5821984883ff5"
"18293","b618b70740872c15"
"18294","38c8390c36613c58"
"18295","55b49f45f42ae6af"
"18296","39397c1dea6b6271"
"18297","9eff55c8972e8802"
"18298","0bb33e95a7b5b730"
"18299","4c1b9f8869a86fd5"
"18300","27687472faec15f1"
"18301","65eabb25395ab032"
"18302","cfce92fc092b1066"
"18303","d63890eae84944a4"
"18304","b76c4d71210d2285"
"18305","9fd793ed38f9726c"
"18306","2dcb34a046741fc0"
"18307","19cb0e920638dd0b"
"18308","12e6e7d0909135bc"
"18309","4f6eb6d0cdc45532"
"18310","0d8d10956e74d5dd"
"18311","c475d579ac36f621"
"18312","b199e5556937cef7"
"18313","ab05cd36eb077775"
"18314","3eb380d4bfc0691a"
"18315","a9e004f71e4eeee7"
"18316","5bd9285441ce680a"
"18317","fbf7226126bf5e19"
"18318","8a511977fadcfb76"
"18319","897067b9902755a8"
"18320","bea234a713b87720"
"18321","d7b80448394f02cd"
"18322","53145c579f7d71a1"
"18323","a0bc3b0840d61af3"
"18324","4d3408fa1232b2c6"
"18325","4ca0cfd36e67b910"
"18326","b0764aea04bfad7f"
"18327","a3d3d265e12318a3"
"18328","57bce175ccbc923e"
"18329","7408a7fd5b628b3f"
"18330","ba2f7a2d45139b30"
"18331","bdbd64683cc4cb8f"
"18332","226e4a0fbcc61699"
"18333","98aefa643ab3acd9"
"18334","ec2af13baf1d7924"
"18335","e3c9b581c7fccfd7"
"18336","0cd3c209af9417ea"
"18337","a297cf512ca41aa9"
"18338","2ecd27078c7a785a"
"18339","73ecaa5fec209c7c"
"18340","59613f5f007cc3f6"
"18341","9d87233d12050f0f"
"18342","12513d8f1f35e991"
"18343","d0269ee0f7736d71"
"18344","a29d21c827c33926"
"18345","f3883d6cc41dac75"
"18346","47472bf2a5b40408"
"18347","fc30d497e06a8e5f"
"18348","166b14a079601f8b"
"18349","23ebb406e97a1b1c"
"18350","bf69d9de81b1747f"
"18351","affe9da15c7f352c"
"18352","57a946d1867374e5"
"18353","66f1a2db63d0e238"
"18354","aa334335817ef107"
"18355","66590e09375c1ab4"
"18356","3a7fec6f6cabe852"
"18357","2bdb6787b6a87d86"
"18358","0dd89223c129d0d4"
"18359","cf359bec5def86a0"
"18360","952716a3fe31a0fd"
"18361","9ee00b6bbe409b4f"
"18362","464505d8d4ac5f88"
"18363","d5060a06b4ce3e2f"
"18364","b507b043304079b4"
"18365","bcf8c90855b5a4da"
"18366","a06d81c9de34cf5e"
"18367","b2a6fcfb6c63ea66"
"18368","89df1a6776517824"
"18369","ec5abcb911e4cbd6"
"18370","cf7f26e90cca4b13"
"18371","f4e0e46ef8bf4e32"
"18372","1b49c5a0b2bc9bb9"
"18373","809816332d8244b3"
"18374","4297af0294d5d2fe"
"18375","d42fba3030bec893"
"18376","270f94bf1b9d80f8"
"18377","febee5a21abe4753"
"18378","64bd92640afe4721"
"18379","c483ecd60f0840bc"
"18380","76b9b8b6d63e196d"
"18381","fef3452eb27ca308"
"18382","a7387776dfa3bd90"
"18383","ec748b538847277c"
"18384","21728964dbaa8335"
"18385","382fc3ae76a56d8d"
"18386","666fb682ff67a125"
"18387","c6dca2b084a68586"
"18388","4b59a85d1f7d08da"
"18389","622c096cdf2bdb86"
"18390","018713a1b9f0252f"
"18391","195356ba5b77b0c3"
"18392","16331f068d057934"
"18393","be7bc4e94fbbe7e3"
"18394","4b00df4e01dd700c"
"18395","cdc4431dbb57a975"
"18396","9ab49d2164e598d6"
"18397","5daaac39161f7d07"
"18398","535cfe1f931a0af5"
"18399","3e025e33a19bff61"
"18400","dbd64fb1b2ded1dc"
"18401","b3f0b7646f502337"
"18402","34719d1dda8c7db8"
"18403","ac98ad859e6c6c6b"
"18404","edb85a9cc3ff5991"
"18405","27fc52cc4c53d0d3"
"18406","43c251a5339e2e3e"
"18407","2b2777efce9fc6a6"
"18408","360f38f81f5eb7dc"
"18409","36e2d3286e92a717"
"18410","9497582256d8e9e8"
"18411","3c8c0754ece7535a"
"18412","3579019a8d016bf8"
"18413","48fdec0b654f4159"
"18414","ed84a6718fed454e"
"18415","66eec71906a05641"
"18416","8e82ac1d01b02edd"
"18417","bd92dad70a9673ca"
"18418","03736aaf42451d53"
"18419","d786b096af4bc880"
"18420","e5f897739554b777"
"18421","4c22881da7062fb1"
"18422","b124deec76b2bf5a"
"18423","7d8f6bf6b89f7636"
"18424","6b4a4b21fd295733"
"18425","339768f055066d66"
"18426","385cfe734361e34d"
"18427","ac9c101ddcaadc4a"
"18428","5a40e11117c39c16"
"18429","f825dac50ba6beed"
"18430","42e78ead58eed744"
"18431","a996c1f8d61bf478"
"18432","63dd237c7877a578"
"18433","dc98be6757afb615"
"18434","308d51fe918d6a2b"
"18435","f5ed2d411ec461ce"
"18436","8b44b48dccb05464"
"18437","65623bed0af39c30"
"18438","81aad2078b0352ab"
"18439","5ed1304cf61d5989"
"18440","32dbd3f0d42ff5a8"
"18441","d88a4f7e2064f6d7"
"18442","0874ba5f95c09603"
"18443","1774ee8f662fbbf3"
"18444","d1cc8d4dcc1f77b2"
"18445","96d6663f6322c27b"
"18446","bbd57bc83d790f3b"
"18447","f0f7c1bd23986fc6"
"18448","6517baacb135fcd9"
"18449","f350ffd53fab83a3"
"18450","38ab17afb5e37334"
"18451","c9d677df59ed5215"
"18452","26983d7bf52c75ca"
"18453","7f79daa70a4c20e0"
"18454","35589113f547351c"
"18455","5545cfa586dd2aca"
"18456","a5210c1b353fb82f"
"18457","9e5b37f5a2619a54"
"18458","5f6e19d9d308729a"
"18459","1fba2f197b606271"
"18460","89f2674e8c65368e"
"18461","2fb16f82e78b1467"
"18462","d5be7e8655c7b7cf"
"18463","59472e03e9764ef6"
"18464","4de92c74463c42d0"
"18465","ff1860a3955f5c3f"
"18466","103b9c750c6476cf"
"18467","5fe3fd6628100fff"
"18468","afdb39436d540890"
"18469","c8e68dba9aae369b"
"18470","06bd3466c19845a5"
"18471","65ea7c4f484f8c72"
"18472","241cd18d80c09605"
"18473","700f1d19c436d1d3"
"18474","ba111a6a41772a23"
"18475","06afb65b0b9ca44e"
"18476","c8363fde9330ede1"
"18477","e5efd939cf69d944"
"18478","8df5918d87867b0f"
"18479","882f020499abacda"
"18480","15e3d34ed21f5f7f"
"18481","34cc02d017a26100"
"18482","821ea1469ab5c6d7"
"18483","f3a707723c0bddf4"
"18484","7914595fc9acea8a"
"18485","e6849e537f505c63"
"18486","3de5bfc8d4aea0e6"
"18487","9b58afac19ff6ae4"
"18488","f4e7a769a94d714e"
"18489","89ebb113a5ecddb6"
"18490","7f1e37a9d88869dc"
"18491","053820f28e2f3b8a"
"18492","da60fd273f1472cc"
"18493","9b23685267ab5d80"
"18494","5651ecfd3b4b8685"
"18495","a191e55dd5dc0e90"
"18496","e2b165c9a5141fde"
"18497","6ce2e482eb5331bf"
"18498","8b6a03bddb219d4d"
"18499","87d393b4181aa354"
"18500","b1068974d39b4bd2"
"18501","73659423f8436c2d"
"18502","0adc84c90f17bb76"
"18503","123e4a1ad5be13e6"
"18504","fd1cfc533faf850a"
"18505","ae4b021d96c4e5d6"
"18506","12405694cd77fc27"
"18507","b70c756fc7a1fb6f"
"18508","0b29909fa4cb7374"
"18509","bc65fe39191ecc0f"
"18510","a5ededa88466d45f"
"18511","4ff227ac58b994d2"
"18512","9e58a48deaa1f51f"
"18513","ac3f9c4c12bb148e"
"18514","03158cb0037047da"
"18515","d98958e5b8847142"
"18516","1e7adf22992701ef"
"18517","a993a5112807d624"
"18518","f4b213a729650828"
"18519","39d82698e31dd258"
"18520","542b4bb13fb0a9c8"
"18521","74f983094d40ac6c"
"18522","3250e48a3628bdc0"
"18523","7c2bb89aaa7c36e6"
"18524","eea57846640a59cf"
"18525","16b9492fb691002e"
"18526","911aa4c68d46fe83"
"18527","d03a13c1dcb57530"
"18528","de1b979abaf71216"
"18529","a8c0969082838edf"
"18530","d548bc131cedd2f2"
"18531","c4bed10e80dc502a"
"18532","f8037340bdf8f6f3"
"18533","e0d197ed0f5754bb"
"18534","0b78fb40d527a533"
"18535","7a2165549f119a0e"
"18536","ed012e2055bfa93d"
"18537","d88575ee252b981f"
"18538","ffb92b19f7b4f2bd"
"18539","81ad7f74886c0113"
"18540","c0458d770e2cabf9"
"18541","03604715d3ff338a"
"18542","fabe82cf7f02a8ea"
"18543","99970c1c82016d0c"
"18544","6ed9740160a25583"
"18545","caa4c2698c92a118"
"18546","0208b4188a9b0bd9"
"18547","31d9863333fe9835"
"18548","a89e25332b9ec50f"
"18549","4f9b56e2d34112d7"
"18550","376aacc3312bc528"
"18551","9df7e32206087279"
"18552","eefe3d9d16587d58"
"18553","9e4bff749567aef7"
"18554","d3b342e0c63e5284"
"18555","07aab74b32a7627b"
"18556","687559bb73921b29"
"18557","7fcac99513d21b47"
"18558","287b2d375ed7188a"
"18559","286a886951f7a207"
"18560","6dcc2e80d4d13fad"
"18561","d39790d90d527700"
"18562","76ff73c9c9d8dc45"
"18563","b587dbf8caa7747c"
"18564","8e64db7519b265c1"
"18565","9147cddfbf96b368"
"18566","7f099b978d2254f1"
"18567","fad2a581376d9344"
"18568","766f31cd92067f7b"
"18569","d41d665d39f2de88"
"18570","cdb411c5685fadc4"
"18571","4c76b6c11fb64d1b"
"18572","5ee69cf467233751"
"18573","2b883db2b651acac"
"18574","c386ecafd2d5f591"
"18575","2d0fa47ad3ced316"
"18576","3c0c3f65a739145f"
"18577","8484e5d584af54e0"
"18578","fd40d1f5547d539b"
"18579","3f921d7c7fe50852"
"18580","b067623dfe6c2825"
"18581","0cbb12ed33403d9c"
"18582","28ffe31e99378457"
"18583","d2d9670ef871b918"
"18584","6cbdedaba3e6743f"
"18585","769c551945057df9"
"18586","4490cb8831a91e37"
"18587","0c747925539b6492"
"18588","28627a35d0b3fefe"
"18589","31678d9668a23d2e"
"18590","509aaa6f34396818"
"18591","c94700da0249429c"
"18592","0675ca47f054c2c0"
"18593","a127259400fbaef9"
"18594","fa7ec5dd32398d1b"
"18595","06728e884267289b"
"18596","815cdf050954659f"
"18597","b2f55fe78bdf37b0"
"18598","eabbb835881464bf"
"18599","ffa7032faa05bcb2"
"18600","d7e4290a8a830e0e"
"18601","6907ecfc2591ff1c"
"18602","037b05a61cc78d13"
"18603","557de239cd9fb540"
"18604","d485c1559e7d2be0"
"18605","194d22b342911fee"
"18606","8609ff83be3a8aba"
"18607","54c4b27ea20649cd"
"18608","cb2ff1e6d3bd2d7c"
"18609","d69b935affefb94d"
"18610","68f2c54617f777f0"
"18611","a5dbb5079e389727"
"18612","1b9ffcc9fd8f53cd"
"18613","0af8de531a6867d7"
"18614","f8b76f98e608977b"
"18615","c2b68e7ad336c043"
"18616","bcf7dc3a8025e145"
"18617","d1d4732d31f04225"
"18618","572d95192c0166e1"
"18619","550499a74d63aea4"
"18620","e0054ba9aa2ede84"
"18621","147b18a46f4ab74a"
"18622","ae041edab6a4d9fe"
"18623","696026c38c2717cd"
"18624","d9b81c82d541b81f"
"18625","889cf455af3de8a5"
"18626","2d69a358bc4babab"
"18627","c6925652cad7ca93"
"18628","093893647d6f3ca5"
"18629","c39abde7a52e803c"
"18630","33fec526c60899ab"
"18631","2db06a91d5f7c029"
"18632","fd699e5810f0f654"
"18633","3b9a2062a357a3e7"
"18634","f2762b99c0b678ca"
"18635","7e88e4c6b11f74af"
"18636","2067b6644c428e33"
"18637","c04b8a41c5951020"
"18638","b135539fb5d8583e"
"18639","cada79371b3911dc"
"18640","80952374c72c9a70"
"18641","6938cbd2de1f85a4"
"18642","a52be2883376b1ee"
"18643","ad751eafc56798b3"
"18644","ae3fdf29cd82f174"
"18645","fbcb75a31d5374ce"
